panel_id,hour,voltage,current
P001,0:00,0,0
P001,1:00,0,0
P001,2:00,0,0
P001,3:00,0,0
P001,4:00,0,0
P001,5:00,0,0
P001,6:00,0,0
P001,7:00,13.13703361,1.284357988
P001,8:00,25.10944572,2.480634306
P001,9:00,36.15693115,3.316899348
P001,10:00,42.93795729,4.51955351
P001,11:00,48.60326512,5.27966885
P001,12:00,51.27610349,5.27682641
P001,13:00,49.62548897,4.874229604
P001,14:00,42.31356868,4.42840311
P001,15:00,36.97288443,3.502565728
P001,16:00,24.91301396,2.697794625
P001,17:00,13.12255497,1.402572666
P001,18:00,6.28E-15,6.42E-16
P001,19:00,0,0
P001,20:00,0,0
P001,21:00,0,0
P001,22:00,0,0
P001,23:00,0,0
P002,0:00,0,0
P002,1:00,0,0
P002,2:00,0,0
P002,3:00,0,0
P002,4:00,0,0
P002,5:00,0,0
P002,6:00,0,0
P002,7:00,12.58056498,1.218275696
P002,8:00,25.22129003,2.27811944
P002,9:00,34.35396856,3.441090444
P002,10:00,42.70597772,4.446755595
P002,11:00,46.94580243,4.938973612
P002,12:00,47.65564377,4.922817904
P002,13:00,47.48660822,4.480357925
P002,14:00,42.9421972,4.030893682
P002,15:00,33.91323562,3.668758629
P002,16:00,24.64872193,2.524623519
P002,17:00,12.8474503,1.262305551
P002,18:00,6.01E-15,5.96E-16
P002,19:00,0,0
P002,20:00,0,0
P002,21:00,0,0
P002,22:00,0,0
P002,23:00,0,0
P003,0:00,0,0
P003,1:00,0,0
P003,2:00,0,0
P003,3:00,0,0
P003,4:00,0,0
P003,5:00,0,0
P003,6:00,0,0
P003,7:00,12.74741811,1.293173909
P003,8:00,23.77771818,2.825606203
P003,9:00,33.44380319,3.342768504
P003,10:00,41.93092492,4.797446875
P003,11:00,46.35428469,4.640083825
P003,12:00,49.20909843,5.009549532
P003,13:00,33.33436571,3.670927341
P003,14:00,41.32635209,4.375384074
P003,15:00,34.37122418,3.330359882
P003,16:00,23.42801625,2.319859507
P003,17:00,12.71110683,1.333120968
P003,18:00,5.98E-15,6.48E-16
P003,19:00,0,0
P003,20:00,0,0
P003,21:00,0,0
P003,22:00,0,0
P003,23:00,0,0
P004,0:00,0,0
P004,1:00,0,0
P004,2:00,0,0
P004,3:00,0,0
P004,4:00,0,0
P004,5:00,0,0
P004,6:00,0,0
P004,7:00,12.29346217,1.14817791
P004,8:00,23.31509064,2.436142378
P004,9:00,33.74889316,3.24116203
P004,10:00,40.89821655,3.882029215
P004,11:00,46.47909549,4.60257936
P004,12:00,47.72532266,4.429364719
P004,13:00,46.40710097,5.005484063
P004,14:00,41.12965417,3.700520027
P004,15:00,33.5621937,3.202786321
P004,16:00,24.1430546,2.421161642
P004,17:00,12.16983776,1.261086933
P004,18:00,5.73E-15,5.85E-16
P004,19:00,0,0
P004,20:00,0,0
P004,21:00,0,0
P004,22:00,0,0
P004,23:00,0,0
P005,0:00,0,0
P005,1:00,0,0
P005,2:00,0,0
P005,3:00,0,0
P005,4:00,0,0
P005,5:00,0,0
P005,6:00,0,0
P005,7:00,11.99129643,1.306036255
P005,8:00,22.80560379,2.313441835
P005,9:00,32.11270219,3.709974173
P005,10:00,39.7435365,4.40209545
P005,11:00,35.16562584,3.041711726
P005,12:00,33.34611115,3.63561967
P005,13:00,44.68601148,4.705777085
P005,14:00,24.93759794,2.910656854
P005,15:00,33.21332933,3.855075947
P005,16:00,23.44312265,2.713857501
P005,17:00,11.76367167,1.491281072
P005,18:00,5.66E-15,7.16E-16
P005,19:00,0,0
P005,20:00,0,0
P005,21:00,0,0
P005,22:00,0,0
P005,23:00,0,0
P006,0:00,0,0
P006,1:00,0,0
P006,2:00,0,0
P006,3:00,0,0
P006,4:00,0,0
P006,5:00,0,0
P006,6:00,0,0
P006,7:00,12.94454025,1.450499769
P006,8:00,25.0100525,2.544855509
P006,9:00,35.88500856,3.344560529
P006,10:00,44.17115649,3.947236743
P006,11:00,48.23212164,4.496907385
P006,12:00,48.92912564,5.395165241
P006,13:00,47.9278175,5.254320781
P006,14:00,43.50694043,4.514265707
P006,15:00,35.63864249,3.56011674
P006,16:00,25.67838629,2.53500933
P006,17:00,12.78240764,1.490230889
P006,18:00,6.08E-15,6.44E-16
P006,19:00,0,0
P006,20:00,0,0
P006,21:00,0,0
P006,22:00,0,0
P006,23:00,0,0
P007,0:00,0,0
P007,1:00,0,0
P007,2:00,0,0
P007,3:00,0,0
P007,4:00,0,0
P007,5:00,0,0
P007,6:00,0,0
P007,7:00,12.59478896,1.254324253
P007,8:00,23.53423572,2.476867038
P007,9:00,34.66431839,3.569794292
P007,10:00,32.00157628,3.177039911
P007,11:00,36.57272184,3.549320392
P007,12:00,48.6667141,5.336636367
P007,13:00,45.72678337,4.716537858
P007,14:00,41.39111504,4.179366719
P007,15:00,34.38560857,3.6002234
P007,16:00,24.17293877,2.589220193
P007,17:00,12.76157283,1.301877195
P007,18:00,6.04E-15,5.98E-16
P007,19:00,0,0
P007,20:00,0,0
P007,21:00,0,0
P007,22:00,0,0
P007,23:00,0,0
P008,0:00,0,0
P008,1:00,0,0
P008,2:00,0,0
P008,3:00,0,0
P008,4:00,0,0
P008,5:00,0,0
P008,6:00,0,0
P008,7:00,12.50882286,1.460856178
P008,8:00,23.97364685,2.557518043
P008,9:00,33.51153945,3.647115823
P008,10:00,26.71153347,3.105496942
P008,11:00,44.85707017,4.87289758
P008,12:00,36.56467046,3.924601708
P008,13:00,44.46292495,5.005307288
P008,14:00,40.45232303,4.33130061
P008,15:00,32.27016308,4.018989556
P008,16:00,23.59994275,2.730779356
P008,17:00,11.94068898,1.391759142
P008,18:00,5.68E-15,6.90E-16
P008,19:00,0,0
P008,20:00,0,0
P008,21:00,0,0
P008,22:00,0,0
P008,23:00,0,0
P009,0:00,0,0
P009,1:00,0,0
P009,2:00,0,0
P009,3:00,0,0
P009,4:00,0,0
P009,5:00,0,0
P009,6:00,0,0
P009,7:00,12.17735505,1.222984469
P009,8:00,22.44978349,2.72894309
P009,9:00,34.27499071,3.337091917
P009,10:00,39.69816241,4.96314438
P009,11:00,45.60329089,4.915555704
P009,12:00,46.92714223,5.049465056
P009,13:00,45.01744979,4.750631435
P009,14:00,39.95692946,3.947632542
P009,15:00,32.7066744,3.336756159
P009,16:00,23.23583815,2.170771027
P009,17:00,12.2696046,1.30409377
P009,18:00,5.61E-15,5.91E-16
P009,19:00,0,0
P009,20:00,0,0
P009,21:00,0,0
P009,22:00,0,0
