panel_id,hour,voltage,current
P001,0,0.7167107872177387,0.10689427257696434
P001,1,0.5530241274961599,0.1139319704367064
P001,2,0.4090306472855113,0.0
P001,3,0.24862979328146245,0.2152102469496516
P001,4,0.0045429834779592854,0.0
P001,5,0.13262220506001943,0.0
P001,6,0.31440592319848565,0.0
P001,7,8.060691008396207,1.384095487299781
P001,8,8.03681694525046,1.2170945821918258
P001,9,11.053620660315724,1.8454039584081174
P001,10,13.919597879643725,2.062554257622902
P001,11,16.28194030640914,2.681857181821954
P001,12,16.24005900968732,2.6962114792174092
P001,13,15.68819571527352,2.463318436261453
P001,14,14.24647371270189,2.177483475690932
P001,15,11.070692175890528,1.9320608367201668
P001,16,16.219964804144674,2.4253351785913395
P001,17,8.629183989250787,1.3291689665329611
P001,18,0.11318887963812664,0.1742098181147115
P001,19,0.49540529594384697,0.0
P001,20,0.0,0.05529012436803043
P001,21,0.5531147393255538,0.04735879004032383
P001,22,0.0,0.0
P001,23,0.0,0.0
P002,0,0.0,0.18221955853415775
P002,1,0.5616017041416912,0.0
P002,2,0.0,0.0
P002,3,0.0,0.09608003874465508
P002,4,0.0,0.0
P002,5,0.0,0.10378217172826308
P002,6,0.0,0.20023548717651662
P002,7,8.60482834534919,1.7179879771455937
P002,8,7.903565812314703,1.503705640164936
P002,9,10.919640944753658,2.2022876170762515
P002,10,12.849052432170756,2.471147816183998
P002,11,14.23452390641871,2.644051080716176
P002,12,14.898843704206012,2.9310801172921725
P002,13,15.078622416330171,2.8576814035493485
P002,14,13.00906872876383,2.591449514281569
P002,15,10.795583255096233,1.8254587237574045
P002,16,17.31604850827532,2.933307657489019
P002,17,9.013155179962377,1.5405466678705608
P002,18,0.1941488090361174,0.10554624236897703
P002,19,0.03782844834720871,0.02387384179981585
P002,20,0.0,0.0
P002,21,0.3841622285032391,0.0840722098207403
P002,22,0.0,0.0
P002,23,0.6333952924848755,0.021175394803731193
P003,0,0.20605455382979126,0.16776864672718153
P003,1,0.021291724691923804,0.08239734668373429
P003,2,0.13179814203103027,0.1037714732750593
